age,job,previous,success
32,technician,0,0
45,management,2,1
36,admin.,0,0
59,retired,0,0
57,housemaid,0,0
26,admin.,0,1
40,services,1,0
47,admin.,0,0
60,unknown,0,0
42,blue-collar,0,0
28,services,0,0
59,retired,0,0
29,blue-collar,0,0
52,housemaid,0,0
45,admin.,0,1
30,technician,0,0
36,admin.,0,0
59,services,0,0
42,services,0,0
29,admin.,0,0
41,blue-collar,0,0
32,technician,0,0
37,services,2,0
31,blue-collar,0,0
29,admin.,0,0
58,blue-collar,1,0
40,technician,0,0
31,blue-collar,0,0
54,blue-collar,0,0
34,management,0,0
32,housemaid,0,0
36,blue-collar,0,0
32,technician,0,0
37,unemployed,0,1
55,technician,0,0
40,entrepreneur,0,0
30,admin.,0,0
29,services,0,1
58,retired,0,1
29,admin.,0,1
40,blue-collar,0,0
35,management,0,0
47,services,0,0
23,management,0,0
31,admin.,1,0
31,unemployed,0,0
40,technician,1,0
60,admin.,0,0
31,admin.,0,0
36,admin.,0,0
45,services,0,0
43,blue-collar,0,0
48,admin.,0,0
50,admin.,0,0
30,blue-collar,0,0
49,blue-collar,0,0
31,admin.,0,0
43,technician,1,1
29,blue-collar,0,0
57,admin.,0,0
46,blue-collar,0,0
35,admin.,0,0
36,admin.,1,0
42,admin.,0,0
53,services,0,0
36,management,0,0
46,admin.,0,0
26,technician,0,0
29,admin.,0,0
29,services,0,0
55,management,0,0
33,admin.,0,0
45,management,0,0
45,technician,0,0
39,admin.,0,0
34,admin.,0,0
35,admin.,0,0
33,technician,0,0
32,housemaid,0,0
54,technician,0,0
54,admin.,0,0
32,services,0,0
26,technician,0,0
40,blue-collar,0,0
31,technician,0,0
52,blue-collar,0,0
46,self-employed,0,0
35,blue-collar,0,0
30,admin.,0,0
52,self-employed,0,0
52,admin.,0,0
55,technician,0,0
35,entrepreneur,0,0
38,unemployed,1,1
42,housemaid,0,0
31,admin.,0,0
50,entrepreneur,0,0
29,technician,0,0
30,admin.,0,0
28,blue-collar,0,0
32,blue-collar,0,0
35,admin.,1,0
37,technician,0,0
39,admin.,0,0
50,entrepreneur,0,0
34,blue-collar,0,0
25,student,0,1
23,admin.,0,0
28,student,0,0
80,retired,4,1
35,unemployed,0,0
32,technician,0,1
55,retired,1,1
49,blue-collar,0,0
38,management,0,0
53,blue-collar,0,0
49,technician,0,1
30,technician,0,0
37,technician,0,0
53,blue-collar,0,0
48,blue-collar,0,0
30,blue-collar,0,0
25,admin.,0,0
22,unemployed,0,1
41,blue-collar,0,0
50,housemaid,0,0
34,technician,1,0
35,admin.,0,0
24,technician,0,0
34,blue-collar,0,0
36,blue-collar,0,0
31,blue-collar,0,0
30,admin.,0,0
47,services,0,0
30,student,2,0
32,housemaid,0,0
54,blue-collar,2,1
36,management,0,0
34,admin.,0,0
42,admin.,0,0
35,admin.,0,0
37,admin.,0,0
32,blue-collar,0,0
38,blue-collar,0,0
51,technician,0,0
38,blue-collar,0,0
35,blue-collar,1,0
39,services,0,0
32,blue-collar,0,0
30,admin.,0,0
25,services,1,0
44,admin.,0,0
37,entrepreneur,1,0
56,unknown,0,0
45,admin.,0,1
60,retired,0,0
58,retired,0,0
55,blue-collar,0,0
32,unemployed,0,0
45,admin.,0,0
36,entrepreneur,0,0
32,technician,0,1
29,admin.,0,1
44,admin.,0,0
34,services,0,0
31,technician,0,0
34,admin.,0,0
35,admin.,0,0
54,blue-collar,0,0
47,entrepreneur,0,0
35,entrepreneur,0,0
22,blue-collar,0,0
42,technician,0,0
52,unemployed,0,0
48,services,0,0
32,admin.,0,0
45,technician,0,0
49,services,1,0
35,admin.,0,0
45,admin.,0,0
48,admin.,0,0
32,services,0,0
32,management,0,0
35,blue-collar,0,0
31,services,3,0
59,housemaid,0,0
32,services,2,1
42,admin.,0,1
51,blue-collar,0,0
31,services,0,0
45,admin.,0,0
40,admin.,0,0
27,services,1,0
28,technician,0,0
41,self-employed,0,0
34,services,0,0
27,admin.,0,0
35,blue-collar,0,0
28,admin.,0,0
54,admin.,0,0
25,blue-collar,0,0
44,blue-collar,0,0
36,admin.,0,0
53,self-employed,0,0
36,admin.,0,0
49,services,0,0
26,services,0,0
44,blue-collar,0,0
44,admin.,0,0
33,services,0,0
30,student,1,1
44,self-employed,1,0
31,technician,0,0
26,services,0,0
36,blue-collar,0,0
50,retired,0,0
51,admin.,0,0
32,admin.,0,1
57,blue-collar,0,0
59,retired,0,0
43,services,0,1
27,services,0,0
44,admin.,0,0
33,admin.,0,0
32,blue-collar,1,0
49,blue-collar,0,0
29,blue-collar,0,0
29,admin.,0,0
40,self-employed,0,0
30,admin.,1,1
33,entrepreneur,0,0
32,admin.,0,0
42,technician,0,0
55,retired,0,0
36,self-employed,1,1
43,admin.,0,0
43,admin.,0,0
38,management,0,0
22,blue-collar,0,0
31,management,0,0
35,management,0,0
59,retired,0,0
56,technician,0,0
30,admin.,0,0
36,management,1,1
34,admin.,1,0
39,admin.,0,0
37,admin.,0,0
34,blue-collar,0,0
37,technician,1,0
46,admin.,0,0
27,admin.,1,0
38,admin.,0,0
39,technician,0,0
28,technician,0,0
43,technician,0,0
50,entrepreneur,0,0
38,admin.,1,0
27,admin.,0,0
34,blue-collar,0,0
31,technician,0,0
31,technician,0,0
30,unemployed,0,1
26,technician,0,0
43,services,0,0
48,admin.,0,0
46,unemployed,0,0
63,retired,0,0
49,services,0,0
40,admin.,0,0
35,technician,0,0
31,entrepreneur,0,0
36,services,0,0
28,admin.,0,0
36,admin.,0,0
37,management,0,0
38,blue-collar,0,0
42,management,1,0
48,admin.,0,0
46,self-employed,0,0
30,services,0,0
44,student,0,0
36,self-employed,1,0
70,retired,0,0
56,unemployed,0,0
49,blue-collar,0,0
30,blue-collar,0,0
43,blue-collar,0,0
32,entrepreneur,0,0
35,blue-collar,0,0
49,admin.,0,0
31,blue-collar,0,0
55,retired,0,0
41,housemaid,1,0
32,services,0,1
58,retired,0,0
36,admin.,1,0
29,technician,0,1
32,blue-collar,0,0
30,blue-collar,1,0
38,services,0,0
62,retired,1,1
52,services,0,0
35,self-employed,0,0
49,blue-collar,0,0
50,housemaid,0,0
39,admin.,0,0
35,technician,0,0
32,technician,0,0
58,retired,0,0
40,blue-collar,0,0
44,blue-collar,0,0
29,admin.,0,0
44,blue-collar,0,0
59,admin.,0,0
31,self-employed,2,0
40,technician,0,0
38,services,1,0
33,technician,0,0
32,self-employed,0,0
34,housemaid,0,0
23,housemaid,0,0
30,technician,0,0
52,unemployed,0,0
32,management,0,0
43,blue-collar,0,0
53,admin.,0,0
72,retired,0,1
36,blue-collar,0,0
40,admin.,0,0
34,entrepreneur,1,0
34,services,0,0
21,student,0,0
28,technician,0,1
52,retired,0,0
49,blue-collar,0,0
36,blue-collar,0,0
31,blue-collar,1,0
47,admin.,0,0
36,technician,0,0
44,blue-collar,0,0
33,technician,0,0
37,services,0,0
42,admin.,0,0
36,self-employed,0,1
39,blue-collar,1,0
55,blue-collar,0,0
23,blue-collar,1,0
47,blue-collar,0,0
24,student,2,1
36,blue-collar,0,1
29,admin.,0,0
55,admin.,0,0
39,self-employed,0,0
36,admin.,0,1
50,admin.,0,0
39,blue-collar,0,0
20,student,0,1
26,admin.,0,1
59,admin.,0,0
60,retired,0,0
38,blue-collar,0,0
48,services,0,0
56,services,0,0
46,technician,0,0
47,technician,0,0
32,admin.,0,0
56,admin.,0,0
25,admin.,0,0
34,management,0,0
30,admin.,0,0
38,technician,0,0
34,management,0,0
33,admin.,0,0
32,entrepreneur,0,0
36,blue-collar,0,0
69,retired,0,0
59,retired,0,0
69,retired,1,0
32,blue-collar,0,0
45,services,0,0
51,services,0,0
33,admin.,0,0
28,self-employed,0,1
25,blue-collar,0,0
39,admin.,0,0
51,admin.,0,0
43,blue-collar,0,0
49,services,0,0
27,self-employed,0,0
30,admin.,0,0
39,blue-collar,1,0
42,services,0,0
32,technician,0,0
26,admin.,0,0
53,management,0,0
31,blue-collar,0,0
56,admin.,0,0
38,blue-collar,0,0
56,retired,1,0
82,retired,0,1
49,blue-collar,0,0
30,blue-collar,0,0
31,blue-collar,0,0
36,admin.,0,0
43,self-employed,0,0
42,admin.,0,0
52,blue-collar,0,0
47,blue-collar,0,0
42,blue-collar,1,1
40,services,1,0
26,admin.,1,0
37,admin.,0,0
39,technician,0,0
36,entrepreneur,0,0
39,unemployed,0,0
59,retired,0,0
48,services,0,0
51,unemployed,1,0
21,student,0,1
46,management,0,0
46,technician,1,0
37,services,0,0
58,retired,2,1
39,blue-collar,0,0
26,unemployed,0,0
31,management,0,0
50,entrepreneur,0,0
46,blue-collar,0,0
33,admin.,0,0
28,blue-collar,0,1
40,blue-collar,0,0
31,technician,0,0
39,blue-collar,0,0
29,admin.,0,0
32,services,0,0
22,student,0,1
32,self-employed,0,0
32,admin.,3,0
33,technician,0,0
29,technician,0,0
45,entrepreneur,0,0
20,student,0,0
31,admin.,0,0
40,admin.,0,0
48,unemployed,0,0
32,unemployed,0,0
30,admin.,0,0
50,blue-collar,3,0
34,blue-collar,0,0
36,blue-collar,0,0
42,blue-collar,0,0
53,entrepreneur,0,0
33,unemployed,0,0
41,technician,0,0
25,student,0,1
35,management,0,0
32,technician,0,0
29,admin.,1,0
35,blue-collar,1,0
52,retired,0,0
56,entrepreneur,0,0
33,management,0,0
31,admin.,0,1
54,self-employed,0,0
45,technician,0,0
41,blue-collar,0,0
55,admin.,0,0
40,blue-collar,1,0
52,retired,0,0
55,technician,0,0
36,technician,0,0
39,admin.,0,0
37,admin.,0,0
31,unemployed,0,0
47,housemaid,0,0
43,blue-collar,0,0
46,technician,1,0
57,unemployed,0,0
49,services,0,0
35,technician,0,0
59,technician,0,0
26,admin.,0,0
36,blue-collar,0,0
37,admin.,3,0
38,technician,0,0
48,unemployed,3,1
50,technician,0,0
38,technician,0,0
33,blue-collar,0,1
27,housemaid,0,0
27,student,0,0
49,admin.,0,0
41,technician,0,0
47,technician,0,0
41,admin.,0,0
37,services,0,0
46,housemaid,0,0
30,admin.,0,0
48,self-employed,0,0
52,admin.,1,0
70,housemaid,1,0
41,technician,0,0
35,unemployed,0,0
42,blue-collar,0,0
31,admin.,0,1
48,technician,0,0
34,admin.,0,0
32,admin.,0,0
43,blue-collar,0,0
46,admin.,0,0
31,entrepreneur,0,0
54,admin.,0,0
49,services,0,0
34,blue-collar,0,1
36,blue-collar,0,0
37,entrepreneur,0,0
39,entrepreneur,0,0
53,blue-collar,0,0
28,services,0,0
32,blue-collar,1,0
30,services,0,0
44,admin.,0,0
25,services,0,0
57,blue-collar,0,0
33,self-employed,0,0
66,unemployed,0,1
34,technician,0,0
33,technician,0,0
30,management,0,0
45,blue-collar,0,0
38,services,0,0
56,management,0,0
59,retired,0,0
43,services,0,0
39,services,0,0
44,management,0,0
24,self-employed,0,1
34,blue-collar,0,0
45,services,0,0
23,self-employed,0,0
29,blue-collar,1,0
51,blue-collar,0,0
42,management,0,1
35,admin.,0,0
33,services,3,0
56,retired,0,0
27,blue-collar,0,0
31,admin.,0,0
37,services,0,1
31,entrepreneur,0,0
54,management,1,0
48,blue-collar,0,0
31,technician,1,1
40,services,0,0
33,technician,0,0
33,admin.,0,0
36,management,0,0
48,blue-collar,0,0
36,admin.,0,0
37,services,1,0
53,services,0,0
48,admin.,0,0
40,admin.,0,0
31,blue-collar,0,0
30,services,0,0
32,blue-collar,1,0
42,blue-collar,0,0
30,admin.,0,0
47,admin.,0,0
39,housemaid,0,0
38,services,1,0
25,blue-collar,0,0
59,retired,0,1
31,services,0,1
26,technician,0,1
35,blue-collar,0,1
24,blue-collar,0,0
34,blue-collar,0,0
30,technician,0,0
35,blue-collar,1,0
57,housemaid,1,1
35,technician,1,0
84,retired,0,0
24,technician,0,0
53,entrepreneur,0,0
27,admin.,0,0
37,technician,0,0
25,admin.,0,0
37,blue-collar,1,0
32,admin.,0,0
38,services,0,0
50,unemployed,0,0
40,admin.,2,0
32,blue-collar,0,0
43,technician,0,0
31,technician,0,0
48,admin.,0,0
42,entrepreneur,0,0
50,management,2,0
54,services,0,0
21,blue-collar,0,0
44,admin.,0,0
28,blue-collar,0,0
30,admin.,0,1
42,admin.,0,0
32,admin.,0,0
35,management,1,0
31,technician,0,0
47,blue-collar,0,0
39,admin.,1,0
34,technician,0,0
46,admin.,1,0
41,admin.,0,0
20,student,1,0
34,services,0,0
36,entrepreneur,1,0
53,blue-collar,1,1
48,unemployed,0,0
36,admin.,0,0
35,technician,0,0
27,admin.,1,1
49,admin.,0,0
41,unemployed,0,0
54,services,1,0
35,blue-collar,1,0
28,management,0,0
45,admin.,1,1
37,blue-collar,0,0
37,admin.,1,0
55,entrepreneur,0,0
44,admin.,1,0
38,blue-collar,0,0
38,technician,0,0
41,admin.,0,1
26,admin.,0,1
29,admin.,0,0
42,admin.,0,0
41,self-employed,0,0
40,management,0,0
29,admin.,0,0
47,management,0,0
37,blue-collar,0,0
40,admin.,0,0
46,admin.,0,1
46,management,0,0
43,management,0,1
37,admin.,0,0
30,blue-collar,0,0
39,services,0,1
38,admin.,0,0
71,retired,1,0
46,unemployed,0,0
56,entrepreneur,1,0
38,entrepreneur,0,0
51,unemployed,0,0
51,technician,0,0
39,admin.,2,0
29,self-employed,0,0
44,blue-collar,0,0
34,blue-collar,0,0
36,admin.,0,0
51,admin.,0,1
32,services,0,0
30,self-employed,0,0
32,blue-collar,1,0
45,management,0,0
54,blue-collar,1,0
52,blue-collar,0,1
29,admin.,0,0
71,retired,0,0
55,unknown,0,1
35,services,0,0
37,blue-collar,0,0
34,blue-collar,0,0
49,admin.,0,0
33,blue-collar,0,1
49,entrepreneur,0,0
34,admin.,0,0
73,retired,0,0
33,admin.,0,0
41,admin.,0,0
33,blue-collar,1,0
36,admin.,0,0
46,blue-collar,1,0
37,admin.,0,0
37,technician,0,0
38,technician,0,0
29,entrepreneur,0,0
34,blue-collar,1,0
31,self-employed,1,0
30,services,0,0
28,admin.,0,0
25,blue-collar,0,0
31,admin.,0,0
31,admin.,0,0
44,technician,0,0
26,blue-collar,0,0
59,retired,0,1
55,blue-collar,0,0
47,admin.,1,0
59,self-employed,0,1
34,services,0,0
37,management,0,0
36,admin.,0,0
42,blue-collar,1,0
54,unemployed,4,0
32,admin.,1,1
35,services,0,0
52,technician,0,0
56,technician,0,0
47,technician,0,0
33,admin.,0,0
30,admin.,0,0
31,management,0,0
58,retired,0,0
18,student,0,1
39,blue-collar,1,0
39,technician,0,0
34,technician,0,1
31,management,0,0
27,admin.,0,0
24,admin.,0,0
27,blue-collar,0,0
57,retired,1,0
64,retired,0,1
37,entrepreneur,0,0
25,management,0,1
48,blue-collar,1,0
70,admin.,1,0
52,technician,0,0
49,services,0,0
45,blue-collar,0,0
50,retired,0,0
39,blue-collar,0,0
31,technician,1,0
43,services,0,1
46,services,0,1
31,admin.,0,0
46,blue-collar,0,0
50,admin.,0,0
34,services,0,0
46,services,1,0
39,services,0,1
46,blue-collar,0,0
27,technician,0,0
36,blue-collar,0,0
22,unemployed,0,0
39,entrepreneur,0,0
43,admin.,0,0
29,admin.,0,0
30,blue-collar,1,0
37,blue-collar,0,0
35,blue-collar,0,0
41,blue-collar,0,0
37,blue-collar,0,0
46,blue-collar,0,0
48,blue-collar,0,0
41,admin.,0,1
40,blue-collar,0,0
50,admin.,0,0
54,technician,0,0
60,housemaid,0,0
38,admin.,0,0
79,retired,0,0
34,services,0,0
31,services,0,0
71,retired,0,0
52,technician,0,0
33,blue-collar,0,0
28,blue-collar,0,1
27,services,0,0
29,blue-collar,1,0
32,admin.,0,0
36,technician,0,0
50,housemaid,0,0
33,blue-collar,2,0
66,housemaid,0,1
25,technician,0,0
43,blue-collar,0,0
23,student,0,0
24,student,0,0
47,technician,0,0
42,admin.,0,0
32,student,0,1
40,admin.,0,0
33,admin.,0,1
39,blue-collar,0,0
26,blue-collar,0,0
48,blue-collar,0,0
58,admin.,0,0
45,unknown,0,1
33,admin.,0,0
34,admin.,0,0
30,technician,0,0
32,admin.,0,0
36,blue-collar,0,0
38,admin.,1,1
32,management,0,0
47,blue-collar,0,0
39,services,0,0
39,self-employed,0,0
30,admin.,0,0
55,blue-collar,0,0
40,entrepreneur,0,0
36,services,0,0
29,blue-collar,0,0
40,blue-collar,0,0
31,admin.,1,1
34,services,0,0
29,blue-collar,0,0
42,admin.,0,0
27,housemaid,0,0
59,technician,0,0
41,services,0,0
25,student,0,1
27,services,0,0
29,blue-collar,0,0
50,admin.,0,0
31,services,0,0
40,admin.,0,0
30,blue-collar,0,0
36,admin.,0,0
33,self-employed,0,0
33,admin.,0,0
44,blue-collar,0,1
32,services,0,0
33,unemployed,0,1
56,technician,0,0
28,technician,0,0
55,admin.,0,0
37,self-employed,0,0
20,student,1,1
44,technician,0,0
45,blue-collar,0,0
51,blue-collar,0,0
50,blue-collar,0,0
48,services,0,0
34,technician,0,0
48,technician,0,0
37,technician,0,0
35,technician,0,0
29,services,0,0
19,student,0,0
30,admin.,0,0
30,admin.,0,0
32,technician,0,0
32,services,0,0
36,admin.,0,0
45,admin.,0,1
34,blue-collar,0,0
59,management,0,1
46,admin.,0,0
45,blue-collar,0,0
31,admin.,0,0
28,technician,0,0
32,technician,0,0
53,services,0,0
33,technician,0,0
44,blue-collar,0,0
45,blue-collar,0,0
35,admin.,0,0
54,technician,0,0
46,self-employed,0,0
32,admin.,4,1
50,technician,0,0
37,self-employed,0,0
32,technician,0,0
36,blue-collar,1,0
33,blue-collar,0,0
33,admin.,0,1
52,admin.,0,0
24,admin.,0,0
49,management,0,0
30,blue-collar,0,0
44,admin.,0,0
34,technician,0,0
35,blue-collar,0,0
35,services,0,0
46,blue-collar,0,0
32,admin.,1,0
38,admin.,0,0
29,blue-collar,0,0
44,management,0,0
33,entrepreneur,0,0
31,unemployed,0,0
35,admin.,0,1
24,blue-collar,0,0
32,admin.,0,0
35,blue-collar,0,0
41,self-employed,0,0
35,admin.,0,0
38,technician,0,0
39,management,0,0
53,entrepreneur,0,0
55,retired,0,0
51,entrepreneur,0,0
60,retired,0,0
56,housemaid,0,0
45,admin.,0,0
52,admin.,0,1
28,blue-collar,1,0
41,self-employed,0,0
33,admin.,1,0
30,blue-collar,0,0
27,blue-collar,0,0
38,services,0,0
32,blue-collar,0,0
51,admin.,0,0
41,technician,0,0
48,entrepreneur,0,1
44,admin.,0,0
59,housemaid,0,0
26,student,0,0
50,admin.,0,0
33,admin.,0,0
40,technician,0,0
26,unknown,0,1
30,admin.,0,0
47,technician,0,0
32,technician,0,1
29,management,0,0
39,admin.,0,0
48,admin.,0,0
32,admin.,0,0
23,admin.,0,0
29,blue-collar,0,0
52,blue-collar,0,0
49,blue-collar,1,0
26,blue-collar,0,0
67,retired,0,1
42,admin.,0,0
28,student,0,0
28,blue-collar,0,0
34,technician,0,0
53,admin.,0,0
51,unemployed,0,0
52,housemaid,0,0
35,entrepreneur,0,0
41,admin.,0,0
43,blue-collar,0,0
42,admin.,0,0
47,services,0,0
55,technician,0,1
41,blue-collar,0,0
40,admin.,0,0
28,services,0,0
40,admin.,0,0
35,management,0,0
53,entrepreneur,0,0
53,management,1,1
59,admin.,0,0
57,retired,0,0
36,blue-collar,0,1
31,self-employed,1,0
56,management,0,0
45,admin.,0,1
45,services,0,0
37,admin.,0,0
58,blue-collar,0,0
44,technician,0,0
55,management,0,0
52,blue-collar,0,0
28,blue-collar,0,0
36,services,0,0
29,admin.,0,0
44,management,0,0
37,admin.,0,0
38,blue-collar,2,1
31,management,0,0
58,retired,0,0
36,blue-collar,0,0
49,technician,0,1
29,admin.,0,1
36,blue-collar,0,0
32,admin.,0,0
44,admin.,0,0
54,housemaid,0,0
41,blue-collar,0,0
25,admin.,0,1
33,unemployed,0,0
51,admin.,0,0
29,technician,0,1
45,management,0,0
27,admin.,0,0
40,admin.,0,0
31,services,0,0
41,technician,0,0
53,admin.,0,0
49,blue-collar,0,0
47,entrepreneur,0,0
47,admin.,0,0
46,blue-collar,0,0
35,technician,0,0
40,admin.,0,0
47,technician,0,0
30,admin.,0,0
53,admin.,0,0
65,housemaid,1,0
30,blue-collar,0,0
35,blue-collar,0,0
30,technician,0,0
55,retired,0,0
29,entrepreneur,0,0
31,admin.,0,0
35,unemployed,0,0
74,retired,0,0
35,admin.,0,1
44,entrepreneur,0,0
31,blue-collar,0,0
35,admin.,0,0
31,management,0,0
37,blue-collar,0,0
48,entrepreneur,0,0
51,technician,0,0
37,blue-collar,0,0
33,management,0,0
59,technician,0,0
54,services,0,0
37,admin.,0,0
32,blue-collar,0,0
41,self-employed,0,0
45,admin.,0,1
33,admin.,1,0
38,technician,0,0
52,admin.,0,0
46,entrepreneur,0,0
51,technician,0,0
36,technician,0,0
35,blue-collar,0,0
51,admin.,0,0
50,technician,0,0
32,services,0,0
42,technician,0,0
37,admin.,0,1
32,blue-collar,0,0
34,management,0,0
34,admin.,0,1
33,blue-collar,0,0
38,blue-collar,0,0
57,self-employed,0,0
29,admin.,1,1
31,entrepreneur,0,1
34,services,0,0
31,services,0,1
35,blue-collar,0,0
54,technician,0,0
38,technician,0,0
49,management,0,0
37,admin.,0,0
32,admin.,0,0
33,admin.,0,0
41,technician,0,0
46,blue-collar,0,0
38,blue-collar,0,0
34,blue-collar,1,0
47,admin.,0,0
51,management,0,1
30,technician,0,0
32,technician,0,0
57,admin.,1,0
35,admin.,0,1
38,admin.,0,0
47,unemployed,0,0
34,admin.,0,0
32,housemaid,1,0
52,housemaid,0,0
37,blue-collar,0,0
37,technician,0,0
43,management,0,0
29,admin.,0,0
35,blue-collar,0,0
33,services,0,0
46,technician,0,0
32,management,0,0
77,management,1,0
38,blue-collar,0,1
57,admin.,0,0
36,blue-collar,0,0
51,admin.,1,1
60,retired,0,0
33,self-employed,0,0
45,management,0,0
33,admin.,0,0
38,technician,0,0
32,blue-collar,1,0
37,admin.,1,0
45,blue-collar,0,1
30,blue-collar,0,0
23,blue-collar,0,0
47,management,0,0
45,blue-collar,0,0
50,technician,0,0
36,technician,0,0
32,blue-collar,0,0
38,technician,0,0
38,admin.,2,0
35,blue-collar,0,0
48,technician,0,0
23,blue-collar,0,0
46,unemployed,0,0
27,admin.,0,0
35,admin.,0,0
27,admin.,0,0
50,retired,0,1
35,blue-collar,0,0
70,retired,1,1
38,blue-collar,0,0
22,student,0,0
30,admin.,0,1
45,technician,0,0
35,admin.,2,1
56,retired,0,0
30,admin.,0,0
37,admin.,0,0
43,technician,0,0
64,retired,0,0
34,admin.,0,1
31,unemployed,0,0
29,admin.,0,0
33,housemaid,0,0
51,blue-collar,0,1
24,technician,0,0
42,management,0,1
64,retired,1,0
64,retired,1,1
33,services,0,0
37,technician,1,1
24,services,0,0
32,blue-collar,0,0
44,technician,1,0
58,admin.,0,0
31,housemaid,0,0
49,housemaid,0,0
33,blue-collar,0,0
29,admin.,0,0
35,technician,0,0
58,management,1,0
39,technician,0,0
35,technician,0,0
29,blue-collar,0,0
43,admin.,0,0
49,blue-collar,0,0
57,management,0,0
29,management,0,0
55,management,0,0
33,admin.,0,0
55,management,0,0
29,technician,0,0
24,admin.,0,0
41,admin.,0,0
32,blue-collar,0,0
34,services,0,0
50,self-employed,0,0
29,self-employed,0,0
34,technician,0,1
39,services,0,0
35,technician,0,0
43,blue-collar,0,0
42,services,0,0
34,admin.,0,0
47,management,0,0
50,management,0,0
34,technician,1,0
34,student,2,0
30,admin.,0,0
30,admin.,0,0
35,blue-collar,0,0
36,services,0,0
57,blue-collar,0,0
60,management,0,0
50,admin.,0,0
47,admin.,0,0
29,technician,0,0
43,blue-collar,0,0
27,technician,0,0
26,admin.,0,0
59,admin.,0,0
57,retired,0,0
25,services,0,0
33,admin.,0,0
36,management,0,0
53,housemaid,0,0
33,blue-collar,0,0
47,services,0,0
37,management,1,0
49,housemaid,1,1
38,technician,0,0
30,technician,0,1
33,admin.,0,0
28,technician,1,0
34,blue-collar,0,0
58,self-employed,0,0
48,management,0,0
59,retired,0,0
46,entrepreneur,0,0
31,admin.,0,0
32,blue-collar,0,0
60,services,0,0
35,blue-collar,0,0
32,admin.,1,0
43,technician,0,0
42,management,0,0
24,technician,0,0
35,services,0,0
31,technician,0,0
31,blue-collar,0,0
43,blue-collar,0,0
46,management,2,0
37,retired,0,0
34,admin.,0,0
60,blue-collar,0,0
38,blue-collar,0,0
37,technician,1,1
55,services,0,0
34,technician,0,0
30,entrepreneur,0,0
57,retired,0,0
45,entrepreneur,0,1
57,self-employed,0,0
51,entrepreneur,1,0
32,blue-collar,0,0
39,management,0,0
46,admin.,0,0
33,admin.,0,0
42,blue-collar,0,0
43,blue-collar,0,0
40,blue-collar,0,1
36,unemployed,0,0
25,blue-collar,0,1
34,self-employed,0,0
26,blue-collar,0,0
32,entrepreneur,1,0
30,entrepreneur,0,0
26,services,0,0
59,retired,0,0
33,unemployed,1,1
36,blue-collar,0,0
46,blue-collar,0,0
31,blue-collar,0,0
36,services,0,0
48,management,0,0
33,management,1,0
45,blue-collar,0,1
37,blue-collar,0,0
54,management,0,0
55,technician,0,0
40,blue-collar,0,0
36,blue-collar,0,0
33,services,0,0
50,unknown,0,0
41,technician,0,0
37,services,0,0
53,blue-collar,0,0
41,admin.,0,0
37,admin.,0,0
28,technician,1,0
33,technician,0,0
32,technician,1,1
37,technician,0,0
71,retired,0,0
30,admin.,0,0
41,services,0,0
42,admin.,0,0
34,management,0,0
33,services,0,0
42,housemaid,0,0
30,admin.,0,0
42,blue-collar,0,0
27,admin.,0,0
61,admin.,0,1
57,blue-collar,0,0
31,services,0,0
59,blue-collar,0,0
23,student,1,1
51,admin.,0,0
58,blue-collar,0,0
40,blue-collar,0,0
34,management,0,0
36,technician,0,0
49,services,0,1
39,admin.,0,0
42,self-employed,0,0
30,technician,0,0
57,retired,1,0
57,blue-collar,0,0
57,retired,0,1
72,retired,0,0
29,blue-collar,0,0
41,admin.,0,0
35,admin.,0,1
52,admin.,0,0
24,management,0,0
40,admin.,0,0
56,retired,0,0
36,management,0,0
45,blue-collar,0,1
41,services,0,0
46,self-employed,1,0
27,admin.,1,1
25,services,0,0
27,admin.,0,1
45,management,0,0
45,services,1,0
45,admin.,0,0
36,blue-collar,1,0
57,admin.,0,0
24,admin.,1,1
33,self-employed,0,0
41,unknown,0,0
35,entrepreneur,0,0
40,admin.,0,0
34,blue-collar,0,0
49,technician,0,0
38,admin.,0,0
33,blue-collar,0,0
45,blue-collar,0,0
26,blue-collar,2,0
35,self-employed,0,1
30,technician,0,0
33,blue-collar,0,0
31,admin.,0,0
31,technician,1,0
57,retired,0,0
34,blue-collar,0,0
34,technician,0,0
30,blue-collar,0,1
27,services,0,0
53,admin.,0,1
28,services,0,0
34,admin.,0,0
49,admin.,0,0
31,blue-collar,0,0
25,blue-collar,0,1
30,self-employed,0,0
54,housemaid,0,0
22,blue-collar,0,0
24,admin.,0,0
52,management,1,0
32,technician,0,0
35,blue-collar,0,0
38,technician,0,0
27,technician,1,0
28,entrepreneur,0,0
44,management,0,0
39,services,0,0
44,admin.,0,1
37,blue-collar,0,0
41,management,0,0
48,services,0,0
24,admin.,0,0
55,blue-collar,0,0
37,admin.,0,0
26,blue-collar,0,0
47,technician,0,0
47,admin.,0,0
29,blue-collar,1,0
45,housemaid,0,0
60,admin.,0,0
29,technician,0,0
50,housemaid,0,0
39,blue-collar,0,1
35,technician,0,0
39,services,0,1
27,student,0,0
48,blue-collar,0,0
31,blue-collar,0,0
29,admin.,0,0
40,services,0,0
32,admin.,0,0
31,unemployed,0,0
30,admin.,0,0
37,blue-collar,0,0
33,blue-collar,0,1
31,blue-collar,0,0
32,unknown,0,0
50,entrepreneur,0,0
31,management,0,0
43,technician,0,0
50,technician,1,0
83,retired,3,1
52,admin.,1,1
58,blue-collar,0,0
51,blue-collar,0,0
