id,interest,downpayment,rebate,speed,choice
2552,4,40,0.3,0.5,0
2552,3.75,25,0.1,0.5,0
2553,3.5,40,0.15,1.5,1
2553,3.75,40,0.3,1,0
2553,3.75,20,0.3,0.5,0
2554,3.5,20,0.1,0.5,0
2554,3.5,40,0.15,1,0
2554,3.75,30,0.3,1.5,1
2555,3.5,20,0.1,1.5,1
2555,3.75,40,0.15,1,0
2555,3.75,25,0,0.5,0
2556,4,20,0.15,1.5,0
2556,3.5,30,0.3,1,0
2556,3.75,25,0.15,0.5,1
2557,3.75,30,0.3,1,0
2557,3.5,30,0.3,1,1
2557,3.75,40,0.15,0.5,0
2558,4,30,0.15,1.5,1
2558,3.75,40,0.3,1,0
2558,3.75,25,0.15,1.5,0
2559,4,30,0.1,1.5,1
2559,3.75,40,0.1,1,0
2559,3.75,30,0.3,0.5,0
2560,3.75,30,0.3,0.5,1
2560,4,40,0.3,0.5,0
2560,3.75,40,0.15,1.5,0
2561,4,20,0.3,1,0
2561,4,40,0.1,1,0
2561,3.75,20,0.1,1,1
2562,4,20,0.3,0.5,1
2562,4,30,0.15,0.5,0
2562,3.75,25,0.15,1.5,0
2563,3.5,40,0,0.5,1
2563,3.5,25,0.1,1.5,0
2563,3.75,20,0.3,1.5,0
2564,3.75,20,0.1,1,0
2564,3.75,30,0.15,1.5,0
2564,3.75,25,0.1,1,1
2565,3.5,30,0,1.5,1
2565,4,40,0.3,0.5,0
2565,3.75,25,0.1,0.5,0
2566,3.5,30,0,1.5,1
2566,4,25,0.1,1,0
2566,3.75,20,0.3,0.5,0
2567,3.5,25,0.15,0.5,1
2567,3.5,20,0.15,1.5,0
2567,3.75,30,0.15,0.5,0
2568,3.5,25,0.15,1,0
2568,4,20,0.1,0.5,0
2568,3.75,20,0.15,1.5,1
2569,3.75,20,0.3,0.5,0
2569,3.75,20,0.3,1.5,0
2569,3.75,20,0.1,0.5,1
2570,4,40,0.15,1.5,0
2570,3.75,20,0.1,1.5,0
2570,3.75,40,0.15,1.5,1
2571,3.5,40,0,1,0
2571,4,30,0,1.5,1
2571,3.75,20,0.15,0.5,0
2572,3.5,25,0.1,0.5,0
2572,4,25,0.3,1,1
2572,3.75,30,0.1,1,0
2573,3.75,30,0.15,1,0
2573,4,20,0.3,1.5,1
2573,3.75,30,0.1,1,0
2574,3.75,40,0,0.5,1
2574,3.5,40,0.3,1.5,0
2574,3.75,25,0.3,0.5,0
2575,3.75,20,0.3,0.5,0
2575,4,20,0.3,0.5,1
2575,3.75,25,0.3,1.5,0
2576,4,30,0.15,0.5,1
2576,4,30,0,1.5,0
2576,3.75,40,0.15,0.5,0
2577,3.75,20,0.1,1,0
2577,3.5,25,0,1.5,0
2577,3.75,25,0,1.5,1
2578,3.75,25,0.3,1,0
2578,4,40,0.3,1.5,1
2578,3.75,40,0.15,1,0
2579,4,40,0.3,1,0
2579,4,40,0.1,1,1
2579,3.75,30,0.1,0.5,0
2580,4,25,0.1,0.5,0
2580,3.75,25,0.1,1.5,0
2580,3.75,25,0,0.5,1
2581,3.75,30,0.15,0.5,0
2581,3.75,30,0.3,0.5,0
2581,3.75,40,0.3,0.5,1
2582,3.75,30,0.3,0.5,1
2582,3.75,20,0.3,1.5,0
2582,3.75,20,0,0.5,0
2583,3.75,25,0,1,0
2583,4,25,0,0.5,1
2583,3.75,20,0,1,0
2584,4,25,0.1,1.5,1
2584,3.75,30,0.1,1,0
2584,3.75,20,0.3,1,0
2585,3.5,20,0.15,1,1
2585,4,40,0.3,1.5,0
2585,3.75,40,0.1,1.5,0
2586,3.5,20,0.3,1.5,0
2586,4,30,0,1,1
2586,3.75,25,0.15,1,0
2587,4,40,0.1,1,1
2587,3.5,25,0.15,1.5,0
2587,3.75,25,0.3,1,0
2588,4,30,0.15,1.5,0
2588,3.75,25,0,1,0
2588,3.75,30,0.3,1,1
2589,3.5,40,0.15,1.5,1
2589,3.75,25,0,1.5,0
2589,3.75,25,0,1,0
2590,3.5,40,0.15,0.5,0
2590,3.75,30,0,1,1
2590,3.75,20,0.1,1.5,0
2591,4,20,0.1,1.5,0
2591,4,40,0.15,0.5,0
2591,3.75,20,0.15,1.5,1
2592,4,40,0.15,0.5,0
2592,3.75,25,0.3,0.5,1
2592,3.75,30,0.3,0.5,0
2593,4,40,0.1,1,0
2593,4,40,0.15,1.5,0
2593,3.75,20,0.15,1.5,1
2594,3.5,25,0.3,0.5,0
2594,3.75,30,0.1,1.5,1
2594,3.75,20,0.1,0.5,0
2595,3.75,25,0.3,1.5,0
2595,3.75,30,0.15,1,1
2595,3.75,25,0.15,1.5,0
2596,3.75,40,0.1,1.5,0
2596,4,20,0.1,0.5,0
2596,3.75,25,0.1,1.5,1
2597,3.5,25,0.15,0.5,0
2597,3.75,30,0.3,1,1
2597,3.75,30,0,1,0
2598,3.75,25,0,1,0
2598,3.75,40,0.1,0.5,1
2598,3.75,40,0,0.5,0
2599,4,25,0.3,1,0
2599,3.5,40,0.15,0.5,1
2599,3.75,25,0.1,1,0
2600,4,30,0,1.5,0
2600,3.5,20,0.3,1.5,1
2600,3.75,25,0.15,1,0
2601,3.75,30,0.15,1,0
2601,3.5,40,0.1,0.5,1
2601,3.75,30,0,1,0
2602,4,20,0,1,1
2602,4,20,0.15,0.5,0
2602,3.75,20,0.15,1.5,0
2603,4,25,0.15,1.5,0
2603,3.75,20,0.1,0.5,1
2603,3.75,20,0.15,0.5,0
2604,3.75,25,0.15,0.5,1
2604,3.75,25,0.1,1,0
2604,3.75,25,0.15,1.5,0
2605,4,30,0.1,0.5,0
2605,4,40,0,1.5,1
2605,3.75,20,0.15,1,0
2606,3.75,30,0.15,1.5,1
2606,3.5,30,0,0.5,0
2606,3.75,30,0.1,1,0
2607,4,40,0,1.5,0
2607,3.75,30,0.15,1.5,1
2607,3.75,40,0.3,1,0
2608,3.75,20,0,1,1
2608,3.75,30,0.15,1.5,0
2608,3.75,40,0.3,1,0
2609,4,20,0.3,1.5,0
2609,3.5,20,0.1,1.5,1
2609,3.75,30,0.3,0.5,0
2610,4,30,0.1,1.5,0
2610,4,30,0.1,0.5,0
2610,3.75,40,0.1,1.5,1
2611,3.75,25,0,0.5,0
2611,4,40,0.15,1.5,1
2611,3.75,25,0,1,0
2612,3.75,20,0.15,0.5,1
2612,3.5,40,0,1.5,0
2612,3.75,30,0.1,1.5,0
2613,3.5,20,0.1,0.5,1
2613,3.75,25,0.3,0.5,0
2613,3.75,20,0.1,1,0
2614,3.75,25,0,1,1
2614,3.5,30,0,1,0
2614,3.75,20,0.1,0.5,0
2615,3.5,20,0,0.5,1
2615,3.75,25,0.3,0.5,0
2615,3.75,30,0,1.5,0
2616,3.75,25,0.1,1,0
2616,3.75,20,0,1,0
2616,3.75,20,0.3,1.5,1
2617,3.75,20,0.15,1.5,1
2617,3.5,20,0.15,1.5,0
2617,3.75,30,0.1,0.5,0
2618,3.75,25,0.3,0.5,0
2618,3.75,30,0.15,1,0
2618,3.75,30,0.1,0.5,1
2619,4,40,0.3,0.5,0
2619,3.5,25,0,1.5,1
2619,3.75,40,0.3,0.5,0
2620,4,20,0.3,1.5,0
2620,3.75,20,0.1,0.5,0
2620,3.75,25,0,1.5,1
2621,4,40,0,1,0
2621,3.5,25,0.15,1.5,1
2621,3.75,30,0.15,1.5,0
2622,4,30,0.3,1,0
2622,3.75,30,0.15,0.5,1
2622,3.75,20,0.1,1.5,0
2623,4,30,0.15,1,0
2623,4,20,0.15,1.5,0
2623,3.75,30,0.15,1,1
2624,3.75,20,0,1,1
2624,3.75,40,0.15,1.5,0
2624,3.75,40,0.3,0.5,0
2625,3.75,25,0.3,1.5,0
2625,3.75,20,0.3,1.5,1
2625,3.75,30,0,1,0
2626,3.75,25,0.3,1.5,1
2626,3.75,40,0.3,1,0
2626,3.75,20,0.3,1,0
2627,4,20,0,1.5,1
2627,3.5,40,0.3,1,0
2627,3.75,20,0.1,1,0
2628,3.5,25,0.1,1.5,1
2628,3.5,40,0.15,0.5,0
2628,3.75,30,0.3,0.5,0
2629,4,40,0,0.5,0
2629,3.5,20,0,0.5,1
2629,3.75,30,0.3,1,0
2630,4,30,0.15,1,0
2630,3.5,25,0.1,0.5,0
2630,3.75,25,0.3,1,1
2631,3.75,25,0.1,0.5,0
2631,4,20,0.15,1.5,1
2631,3.75,30,0.3,1.5,0
2632,3.75,20,0.3,0.5,1
2632,3.5,30,0.3,1.5,0
2632,3.75,20,0.15,1.5,0
2633,3.75,40,0,0.5,1
2633,3.75,20,0.15,0.5,0
2633,3.75,40,0.3,0.5,0
2634,3.5,40,0.3,1.5,1
2634,4,30,0,1,0
2634,3.75,40,0.15,1,0
2635,3.5,40,0.15,1.5,1
2635,3.5,30,0.1,0.5,0
2635,3.75,25,0.1,0.5,0
2636,3.5,40,0,1,0
2636,4,25,0.1,1,0
2636,3.75,25,0,1.5,1
2637,3.5,30,0.1,1,1
2637,3.75,25,0.15,0.5,0
2637,3.75,20,0.15,1.5,0
2638,3.5,40,0.15,1,0
2638,4,30,0.1,0.5,0
2638,3.75,30,0.3,1.5,1
2639,3.75,25,0,1,0
2639,4,30,0,1,0
2639,3.75,30,0,0.5,1
2640,3.5,40,0.1,0.5,0
2640,4,20,0.3,0.5,1
2640,3.75,25,0.15,1.5,0
2641,3.5,40,0.1,0.5,1
2641,3.75,30,0.1,1,0
2641,3.75,40,0.1,1,0
2642,3.5,30,0.15,1,0
2642,4,20,0.3,0.5,1
2642,3.75,30,0.15,1.5,0
2643,3.5,25,0.3,0.5,1
2643,3.5,30,0.3,0.5,0
2643,3.75,40,0.3,1.5,0
2644,3.75,30,0.15,0.5,1
2644,4,20,0.3,0.5,0
2644,3.75,40,0,1,0
2645,3.75,40,0,1,0
2645,4,25,0.3,0.5,1
2645,3.75,30,0.15,1,0
2646,3.5,30,0.1,1.5,1
2646,3.5,40,0.15,1,0
2646,3.75,20,0.1,1.5,0
2647,3.5,25,0,0.5,1
2647,3.5,40,0.15,1,0
2647,3.75,40,0.1,1.5,0
2648,4,20,0.3,0.5,0
2648,4,30,0,1,1
2648,3.75,40,0.1,0.5,0
2649,4,25,0.3,1.5,0
2649,3.5,20,0,1.5,1
2649,3.75,40,0.15,1,0
2650,3.75,20,0.1,1,0
2650,3.5,20,0.1,0.5,0
2650,3.75,40,0.3,0.5,1
2651,4,25,0.15,1,0
2651,3.75,30,0,0.5,0
2651,3.75,20,0,1.5,1
2652,4,40,0.15,1,0
2652,4,25,0,1.5,0
2652,3.75,30,0.15,1,1
2653,3.5,30,0.15,0.5,0
2653,3.75,20,0,1.5,0
2653,3.75,40,0.3,1,1
2654,3.75,30,0.1,1.5,0
2654,3.75,25,0.1,1.5,1
2654,3.75,40,0.3,0.5,0
2655,3.75,20,0.3,0.5,1
2655,3.5,40,0.1,0.5,0
2655,3.75,20,0,1,0
2656,3.75,25,0.3,0.5,0
2656,4,20,0.15,1,0
2656,3.75,30,0.1,1.5,1
2657,3.75,20,0.3,1,0
2657,3.75,25,0.3,1.5,0
2657,3.75,30,0.1,1,1
2658,3.5,25,0.15,0.5,1
2658,4,20,0,1.5,0
2658,3.75,40,0.15,1,0
2659,3.5,40,0.3,1,0
2659,3.5,20,0.3,1,0
2659,3.75,40,0.3,1.5,1
2660,3.75,20,0.3,1.5,0
2660,4,30,0.15,1.5,0
2660,3.75,25,0.1,1,1
2661,3.5,40,0.3,1.5,1
2661,4,20,0.1,1,0
2661,3.75,25,0.3,1,0
2662,4,30,0.15,1.5,0
2662,3.5,30,0.15,1,1
2662,3.75,20,0.3,0.5,0
2663,3.5,20,0.1,0.5,1
2663,3.75,30,0.15,0.5,0
2663,3.75,25,0.15,1.5,0
2664,3.75,30,0.3,1.5,1
2664,4,20,0.15,1,0
2664,3.75,40,0.15,1.5,0
2665,3.5,30,0,1.5,1
2665,3.5,25,0.3,1.5,0
2665,3.75,40,0,1.5,0
2666,3.75,30,0.15,0.5,0
2666,3.5,30,0.15,1.5,1
2666,3.75,20,0.3,1,0
2667,4,25,0.15,0.5,0
2667,3.75,30,0.3,0.5,1
2667,3.75,40,0.15,1.5,0
2668,3.75,30,0.3,1,0
2668,3.75,40,0,1.5,0
2668,3.75,25,0,0.5,1
2669,3.75,20,0.3,0.5,0
2669,3.5,20,0.3,1,1
2669,3.75,30,0.3,0.5,0
2670,3.75,30,0.3,0.5,1
2670,3.5,30,0,1.5,0
2670,3.75,40,0,1,0
2671,4,40,0.15,1,0
2671,3.75,20,0.15,1,1
2671,3.75,40,0.1,0.5,0
2672,3.75,25,0.1,0.5,1
2672,4,30,0,0.5,0
2672,3.75,40,0.3,1,0
2673,3.75,20,0,1,1
2673,4,25,0,1,0
2673,3.75,40,0.15,1.5,0
2674,4,30,0.3,1,0
2674,3.75,20,0.3,1.5,1
2674,3.75,20,0.15,1.5,0
2675,4,20,0.3,1.5,0
2675,4,25,0.3,1,0
2675,3.75,40,0.15,1.5,1
2676,3.5,40,0.3,1,0
2676,4,40,0.15,1,1
2676,3.75,30,0.15,0.5,0
2677,4,30,0.15,0.5,1
2677,4,25,0,0.5,0
2677,3.75,40,0.15,1,0
2678,4,40,0.15,0.5,0
2678,3.5,30,0.3,1.5,0
2678,3.75,25,0.1,0.5,1
2679,3.75,20,0.3,0.5,0
2679,3.75,20,0,0.5,0
2679,3.75,25,0.15,0.5,1
2680,4,25,0,0.5,1
2680,4,30,0.3,1.5,0
2680,3.75,40,0.15,0.5,0
2681,3.75,25,0,1.5,0
2681,3.5,20,0.3,1.5,0
2681,3.75,20,0.1,1,1
2682,3.75,25,0,0.5,0
2682,3.5,40,0.1,1,0
2682,3.75,30,0.1,1,1
2683,3.5,30,0.3,1,1
2683,4,20,0.1,0.5,0
2683,3.75,25,0.1,0.5,0
2684,3.5,20,0.3,1.5,0
2684,3.5,40,0.3,0.5,0
2684,3.75,25,0,0.5,1
2685,3.5,40,0,1,0
2685,3.75,40,0,1,1
2685,3.75,40,0.1,1,0
2686,3.75,30,0.15,1.5,0
2686,3.75,40,0.1,0.5,0
2686,3.75,25,0.15,1,1
2687,3.75,40,0.3,1,0
2687,3.5,20,0.15,0.5,0
2687,3.75,20,0.1,0.5,1
2688,3.5,30,0.1,1,0
2688,3.5,40,0,1,0
2688,3.75,40,0.15,1.5,1
2689,3.75,40,0,1.5,0
2689,3.5,25,0,1.5,0
2689,3.75,20,0.3,1,1
2690,4,40,0.15,1.5,0
2690,4,25,0.1,0.5,0
2690,3.75,20,0.3,1,1
2691,3.75,25,0,0.5,0
2691,3.75,30,0.1,1.5,0
2691,3.75,30,0,1,1
2692,3.75,30,0.1,1,0
2692,3.5,20,0,1,1
2692,3.75,30,0.15,1.5,0
2693,3.5,25,0,1.5,0
2693,3.5,25,0.3,1.5,0
2693,3.75,25,0,1,1
2694,3.75,25,0.15,1.5,0
2694,3.5,25,0.3,0.5,1
2694,3.75,40,0.3,1.5,0
2695,3.5,25,0.15,1.5,0
2695,3.75,30,0,1,0
2695,3.75,30,0.15,1.5,1
2696,3.75,40,0.15,1.5,1
2696,3.5,40,0.1,0.5,0
2696,3.75,20,0.3,1,0
2697,4,25,0.1,1,0
2697,3.5,25,0.3,1,0
2697,3.75,40,0,0.5,1
2698,3.5,40,0.15,1,0
2698,3.5,20,0.15,1.5,1
2698,3.75,25,0.3,1.5,0
2699,3.5,25,0.1,0.5,0
2699,4,25,0,0.5,0
2699,3.75,20,0,1,1
2700,4,30,0.15,0.5,0
2700,3.75,40,0.1,1.5,0
2700,3.75,20,0.3,0.5,1
2701,3.75,40,0.1,1.5,0
2701,3.5,25,0.15,0.5,0
2701,3.75,40,0.15,1,1
2702,4,20,0,1.5,1
2702,4,20,0.3,1.5,0
2702,3.75,40,0.3,1.5,0
2703,3.5,30,0,1.5,0
2703,4,25,0,1,1
2703,3.75,20,0,1,0
2704,3.5,25,0,0.5,0
2704,3.5,25,0.15,0.5,0
2704,3.75,20,0.3,0.5,1
2705,3.75,20,0,1.5,1
2705,3.75,40,0,0.5,0
2705,3.75,30,0,1.5,0
2706,3.5,20,0.1,0.5,0
2706,4,40,0.1,0.5,0
2706,3.75,30,0.1,0.5,1
2707,3.75,25,0.1,1.5,1
2707,4,40,0.1,1.5,0
2707,3.75,40,0.3,1.5,0
2708,3.75,20,0,1.5,1
2708,3.5,30,0.15,1,0
2708,3.75,20,0,1,0
2709,3.75,20,0.15,1,0
2709,3.75,20,0.3,0.5,1
2709,3.75,20,0.3,0.5,0
2710,3.5,20,0.15,1,1
2710,3.5,40,0.3,0.5,0
2710,3.75,25,0.15,1.5,0
2711,3.5,30,0.15,1.5,0
2711,4,30,0.3,1,1
2711,3.75,20,0,1.5,0
2712,3.5,30,0.1,1.5,1
2712,3.75,30,0.1,1,0
2712,3.75,40,0,1.5,0
2713,4,30,0,1.5,0
2713,3.5,40,0.15,1,0
2713,3.75,30,0.1,1.5,1
2714,4,25,0.15,1,0
2714,3.5,40,0,0.5,0
2714,3.75,30,0.3,1,1
2715,3.75,20,0,0.5,1
2715,3.75,30,0.15,0.5,0
2715,3.75,40,0,0.5,0
2716,4,40,0.3,0.5,0
2716,4,40,0.1,1.5,0
2716,3.75,20,0.3,0.5,1
2717,3.5,25,0.1,0.5,1
2717,3.5,40,0.15,1.5,0
2717,3.75,25,0.15,1.5,0
2718,3.75,40,0.15,0.5,0
2718,4,25,0,1.5,0
2718,3.75,25,0.3,1,1
2719,3.75,20,0.3,0.5,1
2719,4,25,0.15,1.5,0
2719,3.75,40,0,0.5,0
2720,3.75,30,0.15,0.5,1
2720,4,25,0.1,1.5,0
2720,3.75,30,0.3,1,0
2721,4,20,0,1,0
2721,3.75,20,0,1.5,1
2721,3.75,25,0.15,0.5,0
2722,3.75,40,0.3,0.5,0
2722,4,20,0.1,1,0
2722,3.75,40,0,0.5,1
2723,3.75,40,0,1.5,0
2723,4,40,0.15,0.5,1
2723,3.75,40,0,0.5,0
2724,3.75,25,0,0.5,0
2724,3.75,20,0.15,1,1
2724,3.75,25,0.1,1.5,0
2725,4,30,0,1,0
2725,3.75,40,0.1,1,0
2725,3.75,25,0.3,0.5,1
2726,3.5,20,0,0.5,1
2726,3.75,40,0.3,0.5,0
2726,3.75,20,0.1,1,0
2727,3.75,40,0.1,0.5,0
2727,3.5,40,0,0.5,1
2727,3.75,20,0,1.5,0
2728,4,40,0.3,1.5,0
2728,3.5,30,0.3,0.5,1
2728,3.75,25,0,1.5,0
2729,3.75,20,0.15,1.5,1
2729,3.5,20,0.1,1.5,0
2729,3.75,20,0.15,1,0
2730,3.5,40,0,0.5,0
2730,3.5,20,0.1,0.5,1
2730,3.75,30,0,0.5,0
2731,3.5,40,0.3,1.5,0
2731,3.75,40,0.15,0.5,1
2731,3.75,40,0,1,0
2732,3.5,30,0.15,1,0
2732,3.75,20,0.15,1,0
2732,3.75,25,0.15,1.5,1
2733,4,25,0.15,1.5,0
2733,3.5,20,0,0.5,1
2733,3.75,30,0.15,1.5,0
2734,3.75,25,0.15,1.5,1
2734,4,20,0.1,1.5,0
2734,3.75,30,0.1,1.5,0
2735,3.75,20,0.1,0.5,0
2735,4,25,0.1,1,1
2735,3.75,30,0,1,0
2736,3.5,40,0.15,1,0
2736,4,20,0,0.5,0
2736,3.75,20,0,0.5,1
2737,3.5,20,0.3,1.5,1
2737,4,25,0.1,1.5,0
2737,3.75,20,0.1,0.5,0
2738,3.75,40,0.1,1.5,1
2738,4,25,0.3,1.5,0
2738,3.75,20,0,0.5,0
2739,4,40,0.1,0.5,0
2739,4,40,0.3,1,0
2739,3.75,30,0.3,0.5,1
2740,4,40,0.15,0.5,0
2740,3.5,20,0,0.5,1
2740,3.75,40,0.15,1.5,0
2741,3.75,40,0.3,0.5,1
2741,4,40,0.3,1.5,0
2741,3.75,25,0.3,0.5,0
2742,4,30,0.15,0.5,0
2742,4,25,0.15,1.5,1
2742,3.75,40,0.15,0.5,0
2743,3.5,30,0,1,0
2743,4,40,0.1,1.5,1
2743,3.75,25,0,0.5,0
2744,4,30,0.15,1,1
2744,3.5,30,0.1,0.5,0
2744,3.75,30,0.3,1,0
2745,3.5,40,0.3,0.5,1
2745,4,20,0.1,1,0
2745,3.75,20,0,1,0
2746,3.75,30,0,1,0
2746,4,40,0.3,1.5,0
2746,3.75,20,0.1,1.5,1
2747,3.5,30,0,1,0
2747,4,25,0.3,0.5,1
2747,3.75,20,0,1,0
2748,3.75,25,0.15,1,1
2748,4,40,0.3,0.5,0
2748,3.75,30,0,0.5,0
2749,4,20,0,1,1
2749,4,40,0,0.5,0
2749,3.75,25,0.1,0.5,0
2750,4,30,0.1,1.5,0
2750,3.75,25,0.3,0.5,1
2750,3.75,25,0.1,1.5,0
2751,4,25,0.15,1,1
2751,3.5,20,0.15,0.5,0
2751,3.75,20,0.3,1,0
2752,3.75,40,0.3,1,0
2752,3.75,25,0.15,1.5,0
2752,3.75,25,0.1,0.5,1
2753,3.5,40,0.15,1,0
2753,3.5,30,0.3,1,1
2753,3.75,30,0.15,1,0
2754,3.5,20,0.1,1.5,1
2754,4,20,0.15,1,0
2754,3.75,30,0.1,1,0
2755,3.75,30,0.15,0.5,1
2755,3.75,30,0.15,0.5,0
2755,3.75,40,0.1,1,0
2756,4,30,0,0.5,0
2756,3.5,20,0.15,0.5,0
2756,3.75,20,0.15,0.5,1
2757,4,40,0.15,0.5,1
2757,4,25,0.3,1,0
2757,3.75,25,0.15,1.5,0
2758,3.5,30,0.15,1,0
2758,4,40,0.1,1.5,0
2758,3.75,30,0,1,1
2759,3.75,40,0.3,0.5,1
2759,4,30,0.15,1,0
2759,3.75,40,0.1,1.5,0
2760,4,40,0,1.5,0
2760,3.5,30,0,1.5,1
2760,3.75,20,0,0.5,0
2761,3.75,40,0,1.5,0
2761,3.75,25,0.15,1.5,1
2761,3.75,25,0.3,0.5,0
2762,3.5,30,0.3,1,0
2762,3.75,25,0.15,1.5,1
2762,3.75,30,0.15,1,0
2763,3.5,20,0.3,0.5,0
2763,4,25,0.3,1,0
2763,3.75,25,0,0.5,1
2764,3.5,40,0,1.5,0
2764,3.75,20,0.3,0.5,0
2764,3.75,20,0.1,1.5,1
2765,4,25,0.15,1,0
2765,3.75,25,0,1,0
2765,3.75,30,0,0.5,1
2766,4,20,0.15,0.5,1
2766,4,40,0.15,1,0
2766,3.75,25,0,1,0
2767,4,30,0.3,1.5,0
2767,3.5,25,0.3,1,1
2767,3.75,30,0.1,1,0
2768,3.75,20,0.1,0.5,0
2768,3.75,40,0.3,1.5,0
2768,3.75,40,0,0.5,1
2769,3.5,20,0,0.5,1
2769,3.75,40,0.15,1,0
2769,3.75,25,0.15,0.5,0
2770,3.75,40,0.15,0.5,0
2770,4,30,0.15,1,0
2770,3.75,30,0.3,1.5,1
2771,3.5,40,0.1,1,0
2771,3.75,20,0.3,0.5,1
2771,3.75,40,0,0.5,0
2772,4,40,0.1,1,1
2772,3.5,40,0.3,1,0
2772,3.75,40,0.1,1,0
2773,3.75,25,0.1,1,0
2773,4,20,0,1.5,1
2773,3.75,25,0.1,1.5,0
2774,3.5,25,0,0.5,1
2774,4,30,0,1,0
2774,3.75,30,0,1.5,0
2775,3.5,40,0.1,1.5,0
2775,3.5,40,0.3,0.5,1
2775,3.75,40,0.1,1.5,0
2776,3.5,40,0,0.5,0
2776,4,40,0.1,0.5,0
2776,3.75,25,0.1,0.5,1
2777,3.5,40,0,1.5,1
2777,3.75,40,0.15,1,0
2777,3.75,30,0.1,0.5,0
2778,3.5,20,0,1.5,0
2778,3.5,30,0.15,1.5,1
2778,3.75,25,0,0.5,0
2779,3.5,20,0.15,1,0
2779,3.5,30,0.3,1.5,1
2779,3.75,30,0.3,1.5,0
2780,4,30,0,1.5,0
2780,3.5,30,0.15,1.5,1
2780,3.75,20,0.15,1,0
2781,3.5,20,0.15,1.5,1
2781,3.75,25,0.3,0.5,0
2781,3.75,20,0.15,1,0
2782,3.75,30,0.15,0.5,0
2782,3.75,30,0.1,1,0
2782,3.75,20,0.1,0.5,1
2783,3.5,20,0.3,1.5,0
2783,4,20,0.15,1,0
2783,3.75,20,0,0.5,1
2784,4,30,0.3,1.5,0
2784,3.5,40,0.15,1,0
2784,3.75,25,0.3,1.5,1
2785,3.75,20,0.15,1.5,0
2785,4,20,0,1.5,1
2785,3.75,20,0.3,1.5,0
2786,3.75,25,0,0.5,1
2786,3.75,20,0.15,1,0
2786,3.75,40,0,1.5,0
2787,4,25,0.15,0.5,1
2787,3.5,25,0,0.5,0
2787,3.75,40,0.15,1,0
2788,3.5,20,0.1,1,0
2788,3.5,20,0.15,0.5,1
2788,3.75,30,0.1,1,0
2789,3.5,40,0.1,1,0
2789,3.75,20,0.1,1.5,1
2789,3.75,30,0.3,1.5,0
2790,4,40,0.3,1.5,0
2790,4,20,0.15,1,1
2790,3.75,30,0.3,0.5,0
2791,4,40,0.15,1.5,0
2791,3.5,25,0.15,0.5,1
2791,3.75,25,0.1,1.5,0
2792,4,40,0.3,1.5,0
2792,3.75,20,0.1,1.5,1
2792,3.75,40,0.1,1,0
2793,3.5,40,0.3,1.5,0
2793,3.75,20,0.15,1,1
2793,3.75,25,0.3,0.5,0
2794,3.5,25,0,1,0
2794,4,25,0,0.5,1
2794,3.75,25,0.3,1,0
2795,3.5,40,0.3,0.5,1
2795,4,40,0.15,1.5,0
2795,3.75,30,0,0.5,0
2796,3.75,20,0.3,1,1
2796,3.75,20,0,0.5,0
2796,3.75,30,0.1,1,0
2797,3.75,20,0.3,1.5,1
2797,4,30,0.1,1.5,0
2797,3.75,40,0.15,1.5,0
2798,3.75,40,0.1,1,0
2798,4,40,0.15,1,0
2798,3.75,20,0.15,0.5,1
2799,4,20,0,0.5,1
2799,3.75,20,0,1.5,0
2799,3.75,40,0.15,0.5,0
2800,3.75,25,0.1,1.5,0
2800,3.5,30,0,1.5,0
2800,3.75,25,0.15,0.5,1
2801,3.75,25,0.15,1.5,1
2801,3.75,40,0.3,0.5,0
2801,3.75,30,0.3,0.5,0
2802,3.75,40,0,1,0
2802,4,20,0.15,1,0
2802,3.75,30,0.15,1.5,1
2803,3.75,40,0,0.5,0
2803,3.75,30,0.1,0.5,0
2803,3.75,20,0.15,1,1
2804,3.75,20,0.15,1.5,0
2804,3.5,30,0.1,1.5,0
2804,3.75,25,0,1,1
2805,3.5,40,0.15,1.5,0
2805,4,20,0,0.5,1
2805,3.75,40,0.1,0.5,0
2806,3.5,30,0.3,1.5,0
2806,4,20,0,1,0
2806,3.75,20,0.3,0.5,1
2807,3.5,25,0.3,1.5,0
2807,3.75,30,0,1.5,0
2807,3.75,25,0,1,1
2808,3.75,20,0.1,1,1
2808,4,25,0.3,1.5,0
2808,3.75,30,0,1,0
2809,3.75,40,0,1,0
2809,3.75,40,0.15,0.5,0
2809,3.75,40,0.3,1,1
2810,3.5,25,0.3,0.5,1
2810,3.75,20,0.3,1.5,0
2810,3.75,30,0.3,1,0
2811,4,30,0,1,0
2811,3.75,20,0.1,1.5,1
2811,3.75,20,0,1.5,0
2812,3.5,25,0.15,1.5,0
2812,4,20,0.15,1,1
2812,3.75,40,0,1,0
2813,4,40,0.15,1,0
2813,3.5,40,0.15,1.5,0
2813,3.75,20,0.1,0.5,1
2814,3.75,25,0.15,1.5,0
2814,3.5,30,0.1,1.5,1
2814,3.75,40,0.15,1,0
2815,3.75,30,0.3,1,0
2815,4,40,0.15,1.5,0
2815,3.75,40,0.3,0.5,1
2816,3.5,20,0,1.5,0
2816,3.5,40,0.15,1,0
2816,3.75,30,0.3,0.5,1
2817,3.75,40,0.1,1,0
2817,4,25,0,1.5,1
2817,3.75,25,0,1,0
2818,3.5,40,0.3,1.5,1
2818,4,40,0.15,1.5,0
2818,3.75,40,0.15,1,0
2819,4,30,0.3,0.5,1
